date,min,max,median,q1,q3,stdev,count
2025-09-23T00:00:00.000Z,10.9,63.44,26.72,16.32,43.83,16.451,24
2025-09-24T00:00:00.000Z,10.92,115.46,22.33,17.66,31.69,23.16,24
2025-09-25T00:00:00.000Z,15.29,14201.3,24.11,16.42,27.92,2832.78,24
2025-09-26T00:00:00.000Z,17.07,75.25,27.84,24.05,44.51,15.909,24
2025-09-27T00:00:00.000Z,14.92,29.18,20.55,17.67,24.51,3.619,23
2025-09-28T00:00:00.000Z,9.55,36.4,14.79,11.76,21.79,7.647,24
2025-09-29T00:00:00.000Z,7.96,24.69,15.35,12.67,23.22,5.43,24
2025-09-30T00:00:00.000Z,10.68,58.62,21.71,13.32,41.93,15.023,24
2025-10-01T00:00:00.000Z,1.56,24.94,5.47,3.57,10.78,6.352,24
2025-10-02T00:00:00.000Z,8.03,148.11,14.73,11.22,17.09,30.562,24
2025-10-03T00:00:00.000Z,6.53,27.75,14.74,11.99,19.52,5.328,24
2025-10-04T00:00:00.000Z,1.2,29.71,12.69,8.51,19.28,7.456,24
2025-10-05T00:00:00.000Z,0.86,17.23,9.75,6.29,11.75,4.282,24
2025-10-06T00:00:00.000Z,3.22,59.68,10.44,6.44,19.52,11.839,24
2025-10-07T00:00:00.000Z,5,39.76,11.39,6.87,19.6,9.28,24
2025-10-08T00:00:00.000Z,8.01,55.09,14.92,11.84,22.12,10.561,24
2025-10-09T00:00:00.000Z,13.36,75.73,17.77,14.65,25.71,14.953,24
2025-10-10T00:00:00.000Z,12.89,153.59,27.01,22.82,31.29,27.115,24
2025-10-11T00:00:00.000Z,10.44,51.11,22.52,16.38,27.62,10.918,24
2025-10-12T00:00:00.000Z,10.19,61.34,41.57,33.61,48.69,13.627,24
2025-10-13T00:00:00.000Z,8.76,55.52,19.73,14.3,38.75,13.683,24
2025-10-14T00:00:00.000Z,6.28,83.71,12.79,10.28,23.07,18.675,24
2025-10-15T00:00:00.000Z,7.48,34.54,15.69,12.09,23.94,7.739,24
2025-10-16T00:00:00.000Z,8.65,47.96,21.23,15.64,26.44,9.128,24
2025-10-17T00:00:00.000Z,18.86,41.88,26.1,23.31,28.71,5.45,24
2025-10-18T00:00:00.000Z,15.71,59.42,19.45,16.55,24.34,9.053,24
2025-10-19T00:00:00.000Z,8.47,31.34,23.55,18.01,27.8,6.371,24
2025-10-20T00:00:00.000Z,7.01,48.57,17.96,13.87,24.14,10.734,24
2025-10-21T00:00:00.000Z,11.31,61.63,28.59,24.52,39.52,12.153,24
2025-10-22T00:00:00.000Z,9.44,60.56,27.86,19.88,36.02,11.193,24
2025-10-23T00:00:00.000Z,7.74,53.99,14.35,10.56,20.04,12.099,24
2025-10-24T00:00:00.000Z,5.62,57.93,22.74,15.44,30.53,14.705,24
2025-10-25T00:00:00.000Z,27.99,49.6,40.15,29.43,45.47,7.46,7
2025-10-26T00:00:00.000Z,14.97,51.65,30.42,20.09,35.43,9.997,21
2025-10-27T00:00:00.000Z,12.14,47.54,21.23,13.7,29.18,10.135,24
2025-10-28T00:00:00.000Z,2.44,52.59,18.51,9.11,35.84,14.94,21
2025-10-31T00:00:00.000Z,1.38,356.84,8.86,3.3,35.86,87.9,15
2025-11-01T00:00:00.000Z,2.94,28.21,10.37,5.73,16.03,6.818,24
2025-11-02T00:00:00.000Z,11.8,69.81,30.34,17.19,39.08,15.461,24
2025-11-03T00:00:00.000Z,2.57,39.34,28.69,9.51,33.14,12.558,24
2025-11-04T00:00:00.000Z,0.04,3.41,0.47,0.15,0.73,0.916,24
2025-11-05T00:00:00.000Z,0.07,13.24,3.89,1.29,7.42,3.824,24
2025-11-06T00:00:00.000Z,2.06,109.98,7.14,3.69,23.19,24.925,24
2025-11-07T00:00:00.000Z,1.9,58.47,10.93,7.55,17.76,11.983,24
2025-11-08T00:00:00.000Z,1.88,43.46,16.39,11.03,21.6,11.124,24
2025-11-09T00:00:00.000Z,7.13,104.61,44.82,28.52,69.03,29.194,24
2025-11-10T00:00:00.000Z,31.69,78.69,46.21,37.81,54.33,12.603,24
2025-11-11T00:00:00.000Z,13.71,60.32,29.48,17.57,37.15,12.028,24
2025-11-12T00:00:00.000Z,4.67,88.93,26.46,16.14,50.54,22.12,24
2025-11-13T00:00:00.000Z,4.09,61.39,14.73,10.76,20.12,13.796,24
2025-11-14T00:00:00.000Z,4.88,75.06,19.73,11.08,37.75,20.585,24
2025-11-15T00:00:00.000Z,2.87,59.96,15.07,11.39,23.49,16.29,24
2025-11-16T00:00:00.000Z,4.18,99.02,37.84,24.71,58.95,24.743,24
2025-11-17T00:00:00.000Z,8.77,56.67,20.14,13.88,28.24,13.838,24
2025-11-18T00:00:00.000Z,8.58,30.14,19.46,16.68,24.09,5.723,13
